Property Type,Region,Avg Sale To List,Homes Sold,Inventory,Median Dom,Median List Ppsf,Median List Price,Median Sale Ppsf,Median Sale Price,months_of_supply,New Listings,off_market_in_two_weeks,pending_sales,Period Begin,Period Duration,Period End,Price Drops,Sold Above List
All Residential,"Chicago, IL - South Commons",0.968320118,8,19,32.5,123.125,92450,116.440625,$86K,,22,0.25,11,2/1/2016,90,4/30/2016,,0.375
All Residential,"Chicago, IL - LeClaire Courts",0.979693004,3,7,119,117.0634921,118000,140,$129K,,9,0,11,2/1/2016,90,4/30/2016,,0.333333333
All Residential,"Chicago, IL - Wrightwood",0.972223649,33,63,32,353.8690476,539900,337.6923077,$575K,,99,0.272727273,65,2/1/2016,90,4/30/2016,,0.181818182
All Residential,"Chicago, IL - Ravenswood",0.977005184,60,116,41,267.8571429,444500,244.233631,$369K,,178,0.233333333,133,2/1/2016,90,4/30/2016,,0.166666667
All Residential,"Chicago, IL - Oakland",0.948449385,11,20,141,131.3069909,216000,133.3333333,$270K,,25,0.272727273,26,2/1/2016,90,4/30/2016,,0.181818182
All Residential,"Chicago, IL - North Side",0.980552384,1386,1646,48,287.4897035,449900,274.6212121,$436K,,2627,0.251082251,2349,2/1/2016,90,4/30/2016,,0.199711608
All Residential,"Chicago, IL - Sheridan Park",0.972598211,31,24,64,199.6555556,279450,201.4602054,$274K,,60,0.225806452,61,2/1/2016,90,4/30/2016,,0.193548387
All Residential,"Chicago, IL - Old Hegewisch",0.975618291,15,22,78,95.40311174,124900,51.53,$60K,,17,0.133333333,19,2/1/2016,90,4/30/2016,,0.266666667
All Residential,"Chicago, IL - West DePaul",0.967395972,7,11,141,367.8476305,729900,258.6359255,$525K,,13,0.142857143,9,2/1/2016,90,4/30/2016,,0
All Residential,"Chicago, IL - Lake View",0.978890289,512,622,51,283.108573,409500,268.5,$389K,,987,0.244140625,914,2/1/2016,90,4/30/2016,,0.1953125
All Residential,"Chicago, IL - River West",0.996044419,21,15,9,287.0170455,410000,271,$395K,,24,0.523809524,23,2/1/2016,90,4/30/2016,,0.333333333
All Residential,"Chicago, IL - Rosemoor",1.031276647,19,39,55,66.75170068,115000,36.66666667,$48K,,41,0.210526316,36,2/1/2016,90,4/30/2016,,0.368421053
All Residential,"Chicago, IL - West Side",0.995399177,1141,1230,34,226.9486532,339000,200,$305K,,1948,0.338299737,1791,2/1/2016,90,4/30/2016,,0.330411919
All Residential,"Chicago, IL - Graceland West",0.981724566,18,24,34,264.9,349900,319.1544118,$269K,,31,0.166666667,22,2/1/2016,90,4/30/2016,,0.333333333
All Residential,"Chicago, IL - Little Village",0.982332597,34,54,50,62.31702217,123000,59.97016713,$86K,,59,0.235294118,45,2/1/2016,90,4/30/2016,,0.382352941
All Residential,"Chicago, IL - East Beverly",0.969098132,11,23,151,151.9993333,240000,109,$130K,,19,0.181818182,14,2/1/2016,90,4/30/2016,,0.181818182
All Residential,"Chicago, IL - Chrysler Village",1.016620987,6,6,26.5,161.8421053,158900,118.030303,$130K,,5,0.166666667,8,2/1/2016,90,4/30/2016,,0.5
All Residential,"Chicago, IL - Andersonville",0.981678828,56,89,44,260.103653,460000,269.5729537,$403K,,143,0.267857143,112,2/1/2016,90,4/30/2016,,0.25
All Residential,"Chicago, IL - New City",1.01426445,60,106,51,50.83088954,86950,26.64971033,$51K,,93,0.266666667,77,2/1/2016,90,4/30/2016,,0.4
All Residential,"Chicago, IL - South Side",0.971187578,443,883,67.5,105.0568182,172500,70.97384707,$126K,,863,0.221218962,727,2/1/2016,90,4/30/2016,,0.237020316
All Residential,"Chicago, IL - Ranch Triangle",0.97048182,23,30,73,395.596029,659450,323.9130435,$583K,,40,0.217391304,36,2/1/2016,90,4/30/2016,,0
All Residential,"Chicago, IL - Park Manor",1.010869163,30,84,62,55.54951959,123950,40.22790873,$82K,,76,0.266666667,55,2/1/2016,90,4/30/2016,,0.266666667
All Residential,"Chicago, IL - Lincoln Park",0.973418584,337,489,46,345.3846154,550000,315.0390119,$512K,,689,0.231454006,556,2/1/2016,90,4/30/2016,,0.130563798
All Residential,"Chicago, IL - Dearborn Park",0.989747426,23,31,37,275.90625,369750,263.7703646,$365K,,44,0.347826087,34,2/1/2016,90,4/30/2016,,0.304347826
All Residential,"Chicago, IL - Roseland",0.982483678,87,167,62,46.17968094,57500,25.22167488,$33K,,143,0.172413793,133,2/1/2016,90,4/30/2016,,0.275862069
All Residential,"Chicago, IL - Magnolia Glen",0.991498349,13,27,108,213.7142857,239000,190.8613445,$225K,,29,0.076923077,20,2/1/2016,90,4/30/2016,,0.153846154
All Residential,"Chicago, IL - Wildwood",0.959909909,14,22,64.5,272.4719101,584000,268.1879647,$503K,,24,0.214285714,20,2/1/2016,90,4/30/2016,,0
All Residential,"Chicago, IL - Hegewisch",0.939328312,32,41,55.5,110.5769231,134900,59.55588997,$70K,,37,0.09375,36,2/1/2016,90,4/30/2016,,0.15625
All Residential,"Chicago, IL - Logan Square",0.998493829,189,158,43,238.5770355,375000,234.2582418,$409K,,334,0.322751323,304,2/1/2016,90,4/30/2016,,0.312169312
All Residential,"Chicago, IL - Greater Grand Crossing",0.992239988,57,123,76.5,55.43237251,121900,33.42105263,$65K,,111,0.210526316,81,2/1/2016,90,4/30/2016,,0.192982456
All Residential,"Chicago, IL - Belmont Terrace",0.960295592,6,11,30.5,166.2575758,224450,175.3684722,$231K,,16,0.5,15,2/1/2016,90,4/30/2016,,0.166666667
All Residential,"Chicago, IL - Rosehill",0.975927453,13,17,93,233.7838691,369950,210.2083333,$292K,,26,0.384615385,16,2/1/2016,90,4/30/2016,,0.153846154
All Residential,"Chicago, IL - Archer Heights",0.941252516,16,24,55,126.3157895,199900,113.2881206,$214K,,31,0.1875,32,2/1/2016,90,4/30/2016,,0.125
All Residential,"Chicago, IL - Margate Park",0.947828805,24,47,39,161.875,131450,141.9934042,$124K,,68,0.25,57,2/1/2016,90,4/30/2016,,0.208333333
All Residential,"Chicago, IL - Ravenswood Manor",0.98953532,5,5,47,297.2972973,585000,297.2972973,$285K,,13,0.4,13,2/1/2016,90,4/30/2016,,0.2
All Residential,"Chicago, IL - East Rogers Park",0.971615913,121,181,53,152.8717949,198750,147.7777778,$185K,,194,0.214876033,173,2/1/2016,90,4/30/2016,,0.214876033
All Residential,"Chicago, IL - Portage Park",0.986183303,168,166,66,170.6708346,295000,152.3809524,$278K,,251,0.255952381,249,2/1/2016,90,4/30/2016,,0.279761905
All Residential,"Chicago, IL - Southwest Side",0.988719885,603,928,46,103.870644,149900,87.74903204,$132K,,1077,0.266998342,907,2/1/2016,90,4/30/2016,,0.302980132
All Residential,"Chicago, IL - Near East Side",0.979565815,51,100,38,682.5,1250800,427.6923077,$463K,,189,0.215686275,144,2/1/2016,90,4/30/2016,,0.254901961
All Residential,"Chicago, IL - Horner Park",0.964796454,11,16,118,331.6976351,922450,290,$900K,,20,0.090909091,16,2/1/2016,90,4/30/2016,,0
All Residential,"Chicago, IL - North Mayfair",0.975430328,10,22,27.5,222.2153375,319500,215.8333333,$260K,,32,0.1,25,2/1/2016,90,4/30/2016,,0.2
All Residential,"Chicago, IL - Bronzeville",0.963058401,79,156,72,110.6430693,199000,104.1331803,$170K,,166,0.202531646,133,2/1/2016,90,4/30/2016,,0.227848101
All Residential,"Chicago, IL - Kelvyn Park",0.957806599,5,3,56,138.1827062,252500,194.3462898,$265K,,10,0.2,9,2/1/2016,90,4/30/2016,,0
All Residential,"Chicago, IL - South Old Irving Park",0.972487398,15,8,53.5,153.6538462,275000,144.6601942,$256K,,15,0.266666667,21,2/1/2016,90,4/30/2016,,0.266666667
All Residential,"Chicago, IL - Bowmanville",0.965320737,15,22,99,275.8352758,459500,260.6542294,$524K,,31,0,24,2/1/2016,90,4/30/2016,,0.133333333
All Residential,"Chicago, IL - Gage Park",1.05415737,30,40,37,92.46530073,138450,81.67514172,$112K,,62,0.366666667,49,2/1/2016,90,4/30/2016,,0.4
All Residential,"Chicago, IL - West Rogers Park",0.957216654,100,150,71,139.5265423,206950,111.1778846,$184K,,167,0.14,134,2/1/2016,90,4/30/2016,,0.13
All Residential,"Chicago, IL - Boystown",0.971945119,20,19,111,287.0833333,325000,324.4881141,$546K,,35,0.25,32,2/1/2016,90,4/30/2016,,0.1
All Residential,"Chicago, IL - Budlong Woods",0.964738959,22,47,47,196.1140926,244450,192.3076923,$262K,,50,0.181818182,50,2/1/2016,90,4/30/2016,,0.227272727
All Residential,"Chicago, IL - Avalon Park",0.962490489,36,48,63,81.52335295,97950,55.24193548,$101K,,45,0.194444444,41,2/1/2016,90,4/30/2016,,0.277777778
All Residential,"Chicago, IL - Loyola",0.967159051,72,116,61,153.0769231,190950,149.0625,$182K,,114,0.208333333,103,2/1/2016,90,4/30/2016,,0.194444444
All Residential,"Chicago, IL - Central Chicago",0.98581762,1252,1725,51,355.2036199,410000,331.9010297,$380K,,2376,0.265175719,1994,2/1/2016,90,4/30/2016,,0.305111821
All Residential,"Chicago, IL - Edgebrook",0.94026949,10,13,107.5,288.7126866,529000,253.195838,$423K,,17,0,16,2/1/2016,90,4/30/2016,,0.1
All Residential,"Chicago, IL - Marshall Square",0.951071086,11,8,49,55.84346847,129200,53.61305361,$81K,,12,0.090909091,12,2/1/2016,90,4/30/2016,,0.272727273
All Residential,"Chicago, IL - The Chicago University",1.018305931,11,14,28,61.83621454,112000,37.87878788,$66K,,17,0.272727273,13,2/1/2016,90,4/30/2016,,0.545454545
All Residential,"Chicago, IL - Kilbourn Park",0.98170679,12,6,75,164.1362319,315450,155.6547619,$263K,,12,0.166666667,18,2/1/2016,90,4/30/2016,,0.25
All Residential,"Chicago, IL - Edison Park",0.95788162,34,44,65,220.5555556,334900,203.8461538,$290K,,71,0.235294118,58,2/1/2016,90,4/30/2016,,0.114285714
All Residential,"Chicago, IL - Park West",0.96773149,49,79,42,337.5796178,379000,308.2792748,$470K,,110,0.142857143,84,2/1/2016,90,4/30/2016,,0.081632653
All Residential,"Chicago, IL - Fuller Park",0.986863724,6,12,110,38.49042618,89000,13.38118581,$25K,,9,0,5,2/1/2016,90,4/30/2016,,0.166666667
All Residential,"Chicago, IL - Pullman",1.013056597,12,25,78.5,36.0526973,52500,46.33061016,$52K,,21,0,19,2/1/2016,90,4/30/2016,,0.166666667
All Residential,"Chicago, IL - Kenwood",0.962318996,37,102,79,135.3703571,249000,113.2717857,$165K,,95,0.189189189,82,2/1/2016,90,4/30/2016,,0.162162162
All Residential,"Chicago, IL - Far Southwest Side",0.995235187,429,684,59,111.3636364,160000,100.6386422,$149K,,719,0.237762238,644,2/1/2016,90,4/30/2016,,0.31627907
All Residential,"Chicago, IL - Near North Side",0.976374921,625,1012,57,374.4239631,439000,351.6393443,$410K,,1236,0.2176,997,2/1/2016,90,4/30/2016,,0.2576
All Residential,"Chicago, IL - Brickyard",0.977127977,7,10,108,162.1369863,214250,191.6201829,$268K,,20,0.142857143,18,2/1/2016,90,4/30/2016,,0.142857143
All Residential,"Chicago, IL - Oriole Park",0.963939136,16,14,92,244.4035809,307950,215.1467835,$269K,,22,0.1875,29,2/1/2016,90,4/30/2016,,0.125
All Residential,"Chicago, IL - Heart of Chicago",0.997508104,19,18,37.5,121.6216216,225000,116.1007667,$191K,,27,0.315789474,25,2/1/2016,90,4/30/2016,,0.421052632
All Residential,"Chicago, IL - South Deering",0.994218706,25,35,21,34.39153439,39000,24.85875706,$26K,,34,0.4,28,2/1/2016,90,4/30/2016,,0.32
All Residential,"Chicago, IL - Norwood Park East",0.978731965,38,41,24.5,221.3571429,329900,182.0238095,$254K,,63,0.394736842,48,2/1/2016,90,4/30/2016,,0.289473684
All Residential,"Chicago, IL - Pilsen",0.98149408,48,38,57,178.1666667,275000,187.7676803,$291K,,55,0.458333333,49,2/1/2016,90,4/30/2016,,0.25
All Residential,"Chicago, IL - Montclare",0.985765674,25,27,87,166.8574154,229700,146.4629612,$184K,,32,0.28,37,2/1/2016,90,4/30/2016,,0.28
All Residential,"Chicago, IL - Bucktown",0.978000622,78,87,48,282.7749597,490000,289.5236613,$550K,,138,0.294871795,131,2/1/2016,90,4/30/2016,,0.166666667
All Residential,"Chicago, IL - Irving Park",0.968900913,176,191,63,207.5865385,349000,181.0344828,$272K,,281,0.204545455,283,2/1/2016,90,4/30/2016,,0.227272727
All Residential,"Chicago, IL - Edgewater",0.968831483,215,286,61,199.875,239900,180.8333333,$218K,,385,0.223255814,325,2/1/2016,90,4/30/2016,,0.134883721
All Residential,"Chicago, IL - Kennedy Park",0.973650209,5,8,77,164.6986475,236875,191.5833333,$210K,,8,0.2,8,2/1/2016,90,4/30/2016,,0
All Residential,"Chicago, IL - East Garfield Park",1.02448002,38,52,50,75.65403719,129900,52.16556351,$88K,,62,0.342105263,48,2/1/2016,90,4/30/2016,,0.394736842
All Residential,"Chicago, IL - Prairie District",1.011688425,38,35,39,285.1711027,337250,298.3770287,$379K,,60,0.263157895,56,2/1/2016,90,4/30/2016,,0.473684211
All Residential,"Chicago, IL - Lincoln Square",0.972272979,105,193,44,251.6967354,413250,230,$366K,,274,0.2,219,2/1/2016,90,4/30/2016,,0.171428571
All Residential,"Chicago, IL - Humboldt Park",0.994673506,193,199,35.5,175.6969697,299900,151.9337017,$289K,,301,0.331606218,292,2/1/2016,90,4/30/2016,,0.279792746
All Residential,"Chicago, IL - Peterson Park",0.96423883,8,10,77,224.950364,334850,228.75215,$354K,,17,0.25,13,2/1/2016,90,4/30/2016,,0.125
All Residential,"Chicago, IL - Norwood Park West",0.97081094,13,28,37,225.7352941,320450,230.8747507,$330K,,34,0.153846154,27,2/1/2016,90,4/30/2016,,0.384615385
All Residential,"Chicago, IL - North Park",0.972969246,23,47,60,184.6081871,329925,189.8892597,$313K,,65,0.260869565,50,2/1/2016,90,4/30/2016,,0.173913043
All Residential,"Chicago, IL - Lower West Side",0.98149408,48,38,57,178.1666667,275000,187.7676803,$291K,,55,0.458333333,49,2/1/2016,90,4/30/2016,,0.25
All Residential,"Chicago, IL - Clearing",0.977557405,62,86,62,167.0147956,209950,133.3333333,$164K,,110,0.241935484,96,2/1/2016,90,4/30/2016,,0.225806452
All Residential,"Chicago, IL - Near South Side",1.008103748,232,202,52,325.8701582,360000,312.862529,$358K,,349,0.293103448,347,2/1/2016,90,4/30/2016,,0.478448276
All Residential,"Chicago, IL - Irving Woods",0.968564506,11,16,169,204.962639,264900,203.4632035,$235K,,21,0.090909091,15,2/1/2016,90,4/30/2016,,0.090909091
All Residential,"Chicago, IL - West Garfield Park",0.951607832,28,49,34,35.85304054,76000,19.68992248,$34K,,66,0.285714286,44,2/1/2016,90,4/30/2016,,0.178571429
All Residential,"Chicago, IL - Sheffield",0.97016274,27,57,60,413.3228658,714450,416.6666667,$932K,,69,0.296296296,51,2/1/2016,90,4/30/2016,,0.037037037
All Residential,"Chicago, IL - Chatham",0.969196916,46,80,35,65.38580611,118900,40.23776332,$75K,,94,0.304347826,87,2/1/2016,90,4/30/2016,,0.347826087
All Residential,"Chicago, IL - New East Side",0.97981994,56,111,39,613.5091362,1025226.5,421.0526316,$439K,,206,0.196428571,156,2/1/2016,90,4/30/2016,,0.267857143
All Residential,"Chicago, IL - Sheridan Station Corridor",0.987821421,3,4,29,197.2660194,319900,191.9230769,$303K,,7,0.333333333,6,2/1/2016,90,4/30/2016,,0.333333333
All Residential,"Chicago, IL - Pulaski Park",0.972060804,13,12,46.5,262.2126437,375000,227.6488095,$384K,,27,0.461538462,24,2/1/2016,90,4/30/2016,,0.230769231
All Residential,"Chicago, IL - Old Town Triangle",0.97827417,41,42,36,345.4673894,332000,322.6666667,$313K,,74,0.414634146,62,2/1/2016,90,4/30/2016,,0.268292683
All Residential,"Chicago, IL - Old Town",0.977674518,125,163,42,326.3333333,429450,325.8762118,$390K,,238,0.352,198,2/1/2016,90,4/30/2016,,0.208
All Residential,"Chicago, IL - Magnificent Mile",0.947723342,29,47,135,425,760000,403.125,$520K,,41,0.137931034,38,2/1/2016,90,4/30/2016,,0.103448276
All Residential,"Chicago, IL - Hermosa",1.004250899,37,37,45.5,127.0662568,259450,136.875,$220K,,57,0.135135135,52,2/1/2016,90,4/30/2016,,0.378378378
All Residential,"Chicago, IL - North Austin",1.055820338,39,38,22.5,84.4472931,192499.5,70.11482085,$130K,,62,0.435897436,63,2/1/2016,90,4/30/2016,,0.487179487
All Residential,"Chicago, IL - Woodlawn",0.979929366,46,78,24.5,58.31464129,94250,46.8250998,$74K,,84,0.369565217,70,2/1/2016,90,4/30/2016,,0.347826087
All Residential,"Chicago, IL - Longwood Manor",1.192493266,15,33,14,105.8235294,149000,56.65024631,$68K,,29,0.533333333,28,2/1/2016,90,4/30/2016,,0.733333333
All Residential,"Chicago, IL - Scottsdale",1.014869936,30,19,38,142.993327,159900,128.9856942,$142K,,41,0.3,50,2/1/2016,90,4/30/2016,,0.433333333
All Residential,"Chicago, IL - Buena Park",0.977241675,72,87,38.5,204.5454545,222200,203.5714286,$250K,,124,0.291666667,110,2/1/2016,90,4/30/2016,,0.180555556
All Residential,"Chicago, IL - South Loop",1.001793758,324,306,54,299.7950601,340000,291.4369328,$327K,,502,0.280864198,473,2/1/2016,90,4/30/2016,,0.422839506
All Residential,"Chicago, IL - West Chatham",0.937508732,6,9,24,83.3,149900,33.16538022,$43K,,11,0.333333333,8,2/1/2016,90,4/30/2016,,0.166666667
All Residential,"Chicago, IL - Gladstone Park",0.976034769,11,6,43,185.2115841,297400,187.2060207,$260K,,8,0.363636364,9,2/1/2016,90,4/30/2016,,0.181818182
All Residential,"Chicago, IL - Ravenswood Gardens",0.970535453,8,7,84,282.5,637250,249.1666667,$464K,,14,0.375,12,2/1/2016,90,4/30/2016,,0.125
All Residential,"Chicago, IL - Little Vietnam",0.970413097,9,6,64,232.1428571,327000,231.1904762,$325K,,16,0.111111111,14,2/1/2016,90,4/30/2016,,0.111111111
All Residential,"Chicago, IL - Cragin",0.988511612,74,70,50,148.8560726,249900,137.254902,$235K,,102,0.283783784,101,2/1/2016,90,4/30/2016,,0.27027027
All Residential,"Chicago, IL - North Center",0.976330266,196,207,51,306.9230769,559900,287.5457875,$480K,,328,0.183673469,320,2/1/2016,90,4/30/2016,,0.16751269
All Residential,"Chicago, IL - Lake View East",0.977911509,260,316,58,255.7222222,289900,238.1060606,$300K,,498,0.196153846,460,2/1/2016,90,4/30/2016,,0.211538462
All Residential,"Chicago, IL - Archer Highlands",0.95772077,3,4,67,115.1113941,247400,109.829257,$238K,,4,0.333333333,5,2/1/2016,90,4/30/2016,,0.333333333
All Residential,"Chicago, IL - Armour Square",0.967990828,10,20,160,236.5555556,259900,164.5,$259K,,15,0.3,14,2/1/2016,90,4/30/2016,,0.1
All Residential,"Chicago, IL - South Austin",1.027991695,78,104,45,52.19017222,87450,38.48413631,$70K,,104,0.320512821,110,2/1/2016,90,4/30/2016,,0.320512821
All Residential,"Chicago, IL - K-Town",0.778513402,4,5,73.5,25.35657686,49900,15.91845729,$40K,,10,0.25,7,2/1/2016,90,4/30/2016,,0
All Residential,"Chicago, IL - Dunning",0.967623548,152,165,55,182.1943812,254900,181.4236111,$225K,,237,0.302631579,201,2/1/2016,90,4/30/2016,,0.190789474
All Residential,"Chicago, IL - Palmer Square",0.991311193,17,3,28,243.0434783,357500,241.3043478,$399K,,20,0.529411765,23,2/1/2016,90,4/30/2016,,0.176470588
All Residential,"Chicago, IL - Wrightwood",0.991473458,22,23,79.5,121.9816819,149900,114.4560442,$188K,,27,0.136363636,33,2/1/2016,90,4/30/2016,,0.318181818
All Residential,"Chicago, IL - West Englewood",1.006192607,64,119,36,27.81385281,35000,15.27922036,$23K,,102,0.296875,73,2/1/2016,90,4/30/2016,,0.4
All Residential,"Chicago, IL - Washington Heights",1.023095541,68,129,39.5,84.23076923,119500,45.0182944,$61K,,115,0.235294118,97,2/1/2016,90,4/30/2016,,0.470588235
All Residential,"Chicago, IL - Ashburn",0.990787019,105,104,56,127.1371769,165500,121.6748768,$155K,,162,0.285714286,174,2/1/2016,90,4/30/2016,,0.314285714
All Residential,"Chicago, IL - West Beverly",0.958558883,11,12,126.5,199.8514116,299450,154.1248555,$197K,,18,0.181818182,13,2/1/2016,90,4/30/2016,,0.090909091
All Residential,"Chicago, IL - Fulton Market",1.00668248,9,4,24.5,344.7916667,442450,306.3682864,$420K,,16,0.444444444,18,2/1/2016,90,4/30/2016,,0.666666667
All Residential,"Chicago, IL - West Humboldt Park",0.952694316,23,19,49,103.4672604,166500,74.34944238,$100K,,29,0.391304348,34,2/1/2016,90,4/30/2016,,0.391304348
All Residential,"Chicago, IL - Schorsch Village",0.979186331,29,26,30,182.4395667,299900,195.7070707,$229K,,41,0.344827586,36,2/1/2016,90,4/30/2016,,0.24137931
All Residential,"Chicago, IL - Calumet Heights",0.958336299,31,54,55.5,69.81929386,107450,78.16571131,$141K,,52,0.129032258,39,2/1/2016,90,4/30/2016,,0.129032258
All Residential,"Chicago, IL - Edgewater Glen",0.973744074,7,12,81,253.9356061,315950,211.6591928,$337K,,18,0.142857143,15,2/1/2016,90,4/30/2016,,0.285714286
All Residential,"Chicago, IL - Belmont Heights",0.980207546,45,51,48,185.1111111,249900,185.515873,$249K,,67,0.311111111,56,2/1/2016,90,4/30/2016,,0.244444444
All Residential,"Chicago, IL - East Village",0.99670103,48,35,40,296.4613527,549900,310.625,$497K,,82,0.1875,85,2/1/2016,90,4/30/2016,,0.333333333
All Residential,"Chicago, IL - The Loop",0.985941506,185,313,63.5,374.015748,415000,310.3870968,$325K,,453,0.2,358,2/1/2016,90,4/30/2016,,0.302702703
All Residential,"Chicago, IL - Schorsch Forest View",0.96374513,11,13,55,259.9826389,249700,198.5637825,$315K,,18,0.363636364,14,2/1/2016,90,4/30/2016,,0.090909091
All Residential,"Chicago, IL - Grand Crossing",0.977302046,34,46,93,44,77000,22.7186017,$41K,,43,0.117647059,35,2/1/2016,90,4/30/2016,,0.205882353
All Residential,"Chicago, IL - Fernwood",1.024953568,24,34,47,32.60869565,50000,28.02509563,$34K,,36,0.166666667,36,2/1/2016,90,4/30/2016,,0.416666667
All Residential,"Chicago, IL - Goose Island",1.00828374,23,31,38.5,333.2222222,445000,345.625,$505K,,51,0.391304348,37,2/1/2016,90,4/30/2016,,0.434782609
